original_filename,source_folder,relative_path,id3_title,id3_artist,id3_album,resolved_title,resolved_artist,resolved_album,title_source,artist_source,album_source,title_confidence,artist_confidence,metadata_status,duration_seconds,bitrate,sample_rate,file_hash,file_size,has_cover,normalized_title,normalized_artist,duplicate_status,duplicate_group,duplicate_confidence,review_reason
Você Não Sabe Amar - Ao Vivo - Chico Rey & Paraná.mp3,08 - Chico Amado e Xodó,08 - Chico Amado e Xodó/Você Não Sabe Amar - Ao Vivo - Chico Rey & Paraná.mp3,Você Não Sabe Amar - Ao Vivo,Chico Rey & Paraná,,Você Não Sabe Amar - Ao Vivo,Chico Rey & Paraná,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,231,192000,44100,a8185495f21c6bce0d2655be91b9fda8a237451dd14580ca76b499202da632fa,5602904,true,voce nao sabe amar ao vivo,chico rey e parana,UNIQUE,,0,
"200 Reais - Ao Vivo - Panda, João Neto & Frederico, MJ Records.mp3",09 - Ana Castela,"09 - Ana Castela/200 Reais - Ao Vivo - Panda, João Neto & Frederico, MJ Records.mp3",200 Reais - Ao Vivo,"Panda, João Neto & Frederico, MJ Records",,200 Reais - Ao Vivo,"Panda, João Neto & Frederico, MJ Records",,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,143,192000,44100,8e00e04f840bd32ccdbc7a2c4ac69725ee2370d2fba226b16347ce95998f6742,3472678,true,reais ao vivo,panda joao neto e frederico mj records,LIKELY_DUPLICATE,2,0.96,
Alerta de Golpe - Ao Vivo - Ana Castela.mp3,09 - Ana Castela,09 - Ana Castela/Alerta de Golpe - Ao Vivo - Ana Castela.mp3,Alerta de Golpe - Ao Vivo,Ana Castela,,Alerta de Golpe - Ao Vivo,Ana Castela,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,143,192000,44100,1fa8d32ea91513945c8699db59b4f5d031b224626de94458c80ce5025599f261,3508709,true,alerta de golpe ao vivo,ana castela,UNIQUE,,0,
"Amizade Ou O Que - Ao Vivo - Ana Castela, Luan Pereira.mp3",09 - Ana Castela,"09 - Ana Castela/Amizade Ou O Que - Ao Vivo - Ana Castela, Luan Pereira.mp3",Amizade Ou O Que - Ao Vivo,"Ana Castela, Luan Pereira",,Amizade Ou O Que - Ao Vivo,"Ana Castela, Luan Pereira",,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,198,192000,44100,cf14ee87220f5ebf3abafa397e259297eb7b080e90bdbd4a206d2acbd584d812,4831383,true,amizade ou o que ao vivo,ana castela luan pereira,UNIQUE,,0,
Aqui Tem Alguém - Ao Vivo - Ana Castela.mp3,09 - Ana Castela,09 - Ana Castela/Aqui Tem Alguém - Ao Vivo - Ana Castela.mp3,Aqui Tem Alguém - Ao Vivo,Ana Castela,,Aqui Tem Alguém - Ao Vivo,Ana Castela,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,169,192000,44100,9e5975c91c5777b71c6600cda61ea6187cd1002a69fcfea1bf6f26afddaf1136,4129372,true,aqui tem alguem ao vivo,ana castela,UNIQUE,,0,
As Cowgirl 👢 - Ana Castela.mp3,09 - Ana Castela,09 - Ana Castela/As Cowgirl 👢 - Ana Castela.mp3,As Cowgirl 👢,Ana Castela,,As Cowgirl 👢,Ana Castela,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,120,192000,44100,da81b72ace4e5fb5f6d7725e514af43ce38fadfbe865226be2c355301b9b1ee6,2909441,true,as cowgirl,ana castela,UNIQUE,,0,
"As Menina da Pecuária - Ana Castela, Léo & Raphael.mp3",09 - Ana Castela,"09 - Ana Castela/As Menina da Pecuária - Ana Castela, Léo & Raphael.mp3",As Menina da Pecuária,"Ana Castela, Léo & Raphael",,As Menina da Pecuária,"Ana Castela, Léo & Raphael",,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,162,192000,44100,ce720dbfd183261a47ef020b0d7ff199d97f5f8decbf6e5fcdb63034a6c5ff07,3932643,true,as menina da pecuaria,ana castela leo e raphael,UNIQUE,,0,
Bala Alojada - Gusttavo Lima.mp3,09 - Ana Castela,09 - Ana Castela/Bala Alojada - Gusttavo Lima.mp3,Bala Alojada,Gusttavo Lima,,Bala Alojada,Gusttavo Lima,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,218,192000,44100,90262bc84df4a78c78ac71cdc40b30300bbeb171b9076fcfafe711135c2d9578,5298409,true,bala alojada,gusttavo lima,LIKELY_DUPLICATE,3,0.96,
Barulho Do Foguete - Ao Vivo - Zé Neto & Cristiano.mp3,09 - Ana Castela,09 - Ana Castela/Barulho Do Foguete - Ao Vivo - Zé Neto & Cristiano.mp3,Barulho Do Foguete - Ao Vivo,Zé Neto & Cristiano,,Barulho Do Foguete - Ao Vivo,Zé Neto & Cristiano,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,134,192000,44100,001db05d3b0535e72868fe1d210e825396d3380d3e1c466e7f272bcacda456e2,3266465,true,barulho do foguete ao vivo,ze neto e cristiano,LIKELY_DUPLICATE,4,0.96,
Boiadeira - Ana Castela.mp3,09 - Ana Castela,09 - Ana Castela/Boiadeira - Ana Castela.mp3,Boiadeira,Ana Castela,,Boiadeira,Ana Castela,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,169,192000,44100,419212b5d4b8ba8d0ba3b63931942ea1db6ed40a97ce7c7ec2896cb09d02330c,4116584,true,boiadeira,ana castela,UNIQUE,,0,
"Bombonzinho - Ao Vivo - Israel & Rodolffo, Ana Castela.mp3",09 - Ana Castela,"09 - Ana Castela/Bombonzinho - Ao Vivo - Israel & Rodolffo, Ana Castela.mp3",Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",,Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,155,192000,44100,ac013634350c6592f104c3e68290c2d92a6d0454ac7dfeeabda64e473a089be6,3771913,true,bombonzinho ao vivo,israel e rodolffo ana castela,LIKELY_DUPLICATE,15,0.96,
"Canudinho - Ao Vivo - Gusttavo Lima, Ana Castela.mp3",09 - Ana Castela,"09 - Ana Castela/Canudinho - Ao Vivo - Gusttavo Lima, Ana Castela.mp3",Canudinho - Ao Vivo,"Gusttavo Lima, Ana Castela",,Canudinho - Ao Vivo,"Gusttavo Lima, Ana Castela",,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,125,192000,44100,f818ec2f9de741b342c733bbb272099675333dececa8d850167091afe2267c0a,3047085,true,canudinho ao vivo,gusttavo lima ana castela,UNIQUE,,0,
"Carinha de Bebê - Ana Castela, PEDRO SAMPAIO.mp3",09 - Ana Castela,"09 - Ana Castela/Carinha de Bebê - Ana Castela, PEDRO SAMPAIO.mp3",Carinha de Bebê,"Ana Castela, PEDRO SAMPAIO",,Carinha de Bebê,"Ana Castela, PEDRO SAMPAIO",,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,178,192000,44100,97b31c361e7239ad595e1e123d682cb1f2621861b2181fb3a4f6b765b642d9d5,4338570,true,carinha de bebe,ana castela pedro sampaio,UNIQUE,,0,
"Chama - Luan Pereira, Ana Castela.mp3",09 - Ana Castela,"09 - Ana Castela/Chama - Luan Pereira, Ana Castela.mp3",Chama,"Luan Pereira, Ana Castela",,Chama,"Luan Pereira, Ana Castela",,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,206,192000,44100,d5a66ca5af3bef39a6c699f5775c32430f2ef56b8cd2ba9f0804ba6e515ee7b8,4999851,true,chama,luan pereira ana castela,UNIQUE,,0,
Chicletinho - Ao Vivo - Ana Castela.mp3,09 - Ana Castela,09 - Ana Castela/Chicletinho - Ao Vivo - Ana Castela.mp3,Chicletinho - Ao Vivo,Ana Castela,,Chicletinho - Ao Vivo,Ana Castela,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,144,192000,44100,afc9b4a21a682ed56fdd6bbedba1ce525d35d775083e16a8b260f8f268d782cf,3533176,true,chicletinho ao vivo,ana castela,UNIQUE,,0,
"Clima De Rodeio - Dj Chris No Beat, Ana Castela.mp3",09 - Ana Castela,"09 - Ana Castela/Clima De Rodeio - Dj Chris No Beat, Ana Castela.mp3",Clima De Rodeio,"Dj Chris No Beat, Ana Castela",,Clima De Rodeio,"Dj Chris No Beat, Ana Castela",,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,188,192000,44100,a483d09476fe022dd1268f215e243867fa3cbc3992e4a72eb331e09a63a4d7b4,4560541,true,clima de rodeio,dj chris no beat ana castela,UNIQUE,,0,
"Coração Bipolar - Ao Vivo - Ana Castela, Matheus & Kauan.mp3",09 - Ana Castela,"09 - Ana Castela/Coração Bipolar - Ao Vivo - Ana Castela, Matheus & Kauan.mp3",Coração Bipolar - Ao Vivo,"Ana Castela, Matheus & Kauan",,Coração Bipolar - Ao Vivo,"Ana Castela, Matheus & Kauan",,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,155,192000,44100,9db01e07a9b390658b8695ca0229715426d703a8ed3b4dc5ed291ba32824da04,3785862,true,coracao bipolar ao vivo,ana castela matheus e kauan,UNIQUE,,0,
"Deixa Nois Viver 🔊 - Ana Castela, Alok.mp3",09 - Ana Castela,"09 - Ana Castela/Deixa Nois Viver 🔊 - Ana Castela, Alok.mp3",Deixa Nois Viver 🔊,"Ana Castela, Alok",,Deixa Nois Viver 🔊,"Ana Castela, Alok",,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,151,192000,44100,babc065253e34672c89adfa15a576a8304339f4bcfdfdeea1cd45444cf697bcd,3670364,true,deixa nois viver,ana castela alok,UNIQUE,,0,
"DEJA VU - Luan Santana, Ana Castela.mp3",09 - Ana Castela,"09 - Ana Castela/DEJA VU - Luan Santana, Ana Castela.mp3",DEJA VU,"Luan Santana, Ana Castela",,DEJA VU,"Luan Santana, Ana Castela",,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,200,192000,44100,9b6163b8345e96217629d97030c16cf68336f83cea048f5f3096b61256fd95a1,4855595,true,deja vu,luan santana ana castela,UNIQUE,,0,
"DEPOIS DO RODEIO - Luan Pereira, Ana Castela.mp3",09 - Ana Castela,"09 - Ana Castela/DEPOIS DO RODEIO - Luan Pereira, Ana Castela.mp3",DEPOIS DO RODEIO,"Luan Pereira, Ana Castela",,DEPOIS DO RODEIO,"Luan Pereira, Ana Castela",,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,165,192000,44100,bb62e215aaacb22da554eecb64415723360b76b31a06652369a779453f6e3f5f,4020347,true,depois do rodeio,luan pereira ana castela,UNIQUE,,0,
"Derreter a Aliança - AgroPlay, Ana Castela.mp3",09 - Ana Castela,"09 - Ana Castela/Derreter a Aliança - AgroPlay, Ana Castela.mp3",Derreter a Aliança,"AgroPlay, Ana Castela",,Derreter a Aliança,"AgroPlay, Ana Castela",,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,189,192000,44100,b0ba52bb755bb454521679c480adf622d0e46a4569628f5bedefd65fd8485664,4588202,true,derreter a alianca,agroplay ana castela,UNIQUE,,0,
"Dia de Fluxo - AgroPlay, Ana Castela, LUDMILLA.mp3",09 - Ana Castela,"09 - Ana Castela/Dia de Fluxo - AgroPlay, Ana Castela, LUDMILLA.mp3",Dia de Fluxo,"AgroPlay, Ana Castela, LUDMILLA",,Dia de Fluxo,"AgroPlay, Ana Castela, LUDMILLA",,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,135,192000,44100,07de7aa458b2add8f45ffb5d84e11c2c876d5d9a73b85f881084205994685331,3299312,true,dia de fluxo,agroplay ana castela ludmilla,UNIQUE,,0,
DONA DE MIM - Ana Castela.mp3,09 - Ana Castela,09 - Ana Castela/DONA DE MIM - Ana Castela.mp3,DONA DE MIM,Ana Castela,,DONA DE MIM,Ana Castela,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,145,192000,44100,035b38469ee60535486686a376bfac374808fe0dfb8bd8c4eddb6022edb95df3,3529349,true,dona de mim,ana castela,UNIQUE,,0,
"Duas Três - Guilherme & Benuto, Ana Castela, Adriano Rhod.mp3",09 - Ana Castela,"09 - Ana Castela/Duas Três - Guilherme & Benuto, Ana Castela, Adriano Rhod.mp3",Duas Três,"Guilherme & Benuto, Ana Castela, Adriano Rhod",,Duas Três,"Guilherme & Benuto, Ana Castela, Adriano Rhod",,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,160,192000,44100,9176963c81fc49a2e64a36461f14d0d5adcb8d7cd0f86bdf6aa3dbab1d9340a7,3874303,true,duas tres,guilherme e benuto ana castela adriano rhod,UNIQUE,,0,
É Que Eu Não Te Esqueci 💔 - Ana Castela.mp3,09 - Ana Castela,09 - Ana Castela/É Que Eu Não Te Esqueci 💔 - Ana Castela.mp3,É Que Eu Não Te Esqueci 💔,Ana Castela,,É Que Eu Não Te Esqueci 💔,Ana Castela,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,164,192000,44100,7cb532bca11f35861deda5f27a92dc3a93b7b217ab71699bfbc9a51c1054c50c,3970095,true,e que eu nao te esqueci,ana castela,UNIQUE,,0,
"Era Sol Que Me Faltava - AgroPlay, Ana Castela, CountryBeat.mp3",09 - Ana Castela,"09 - Ana Castela/Era Sol Que Me Faltava - AgroPlay, Ana Castela, CountryBeat.mp3",Era Sol Que Me Faltava,"AgroPlay, Ana Castela, CountryBeat",,Era Sol Que Me Faltava,"AgroPlay, Ana Castela, CountryBeat",,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,113,192000,44100,38a45a185112bc09fdf121a71e413a25f7096781f3967862b721fed24bdb6807,2757231,true,era sol que me faltava,agroplay ana castela countrybeat,UNIQUE,,0,
"Eu Minto (Ao Vivo) - US Agroboy, Ana Castela.mp3",09 - Ana Castela,"09 - Ana Castela/Eu Minto (Ao Vivo) - US Agroboy, Ana Castela.mp3",Eu Minto (Ao Vivo),"US Agroboy, Ana Castela",,Eu Minto (Ao Vivo),"US Agroboy, Ana Castela",,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,163,192000,44100,80555852426a8163ea364cd9675ab5e73a68746e42fba2aeecb44a874d1b22a8,3948920,true,eu minto ao vivo,us agroboy ana castela,UNIQUE,,0,
Eu Não Sou Terapia - Ao Vivo - Danilo e Davi.mp3,09 - Ana Castela,09 - Ana Castela/Eu Não Sou Terapia - Ao Vivo - Danilo e Davi.mp3,Eu Não Sou Terapia - Ao Vivo,Danilo e Davi,,Eu Não Sou Terapia - Ao Vivo,Danilo e Davi,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,163,192000,44100,c6a911b33876d47382ccf2ffc0e4f7f083180bfb30c5bc756cfa090df08a124a,3962902,true,eu nao sou terapia ao vivo,danilo e davi,LIKELY_DUPLICATE,16,0.96,
Eu Não Vou Mudar - Ana Castela.mp3,09 - Ana Castela,09 - Ana Castela/Eu Não Vou Mudar - Ana Castela.mp3,Eu Não Vou Mudar,Ana Castela,,Eu Não Vou Mudar,Ana Castela,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,146,192000,44100,9a79281fb49c07fafbcb5bc9d20f6712d9501246ec4c29d0118d53d47f452280,3545214,true,eu nao vou mudar,ana castela,UNIQUE,,0,
"Eu Só Quero Você - AgroPlay, Ana Castela, Zé Felipe.mp3",09 - Ana Castela,"09 - Ana Castela/Eu Só Quero Você - AgroPlay, Ana Castela, Zé Felipe.mp3",Eu Só Quero Você,"AgroPlay, Ana Castela, Zé Felipe",,Eu Só Quero Você,"AgroPlay, Ana Castela, Zé Felipe",,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,158,192000,44100,8879a97c0599cefcb32805f0d532b2a93f1015d861b31b312898645c03c41329,3857927,true,eu so quero voce,agroplay ana castela ze felipe,UNIQUE,,0,
"Fazendinha Sessions #2 Vai Ser Bão Pra lá - Fazendinha Sessions, Ana Castela, US Agroboy, Loubet, Luan Pereira, Lucca e Mateus, Lucas Reis & Thácio.mp3",09 - Ana Castela,"09 - Ana Castela/Fazendinha Sessions #2 Vai Ser Bão Pra lá - Fazendinha Sessions, Ana Castela, US Agroboy, Loubet, Luan Pereira, Lucca e Mateus, Lucas Reis & Thácio.mp3",Fazendinha Sessions #2: Vai Ser Bão Pra lá,"Fazendinha Sessions, Ana Castela, US Agroboy, Loubet, Luan Pereira, Lucca e Mateus, Lucas Reis & Thácio",,Fazendinha Sessions #2: Vai Ser Bão Pra lá,"Fazendinha Sessions, Ana Castela, US Agroboy, Loubet, Luan Pereira, Lucca e Mateus, Lucas Reis & Thácio",,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,479,192000,44100,24a188f2ca838ff7c667f488cb9eb96a319d8587f172ce44e34a2d1d27553143,11565850,true,fazendinha sessions 2 vai ser bao pra la,fazendinha sessions ana castela us agroboy loubet luan pereira lucca e mateus lucas reis e thacio,UNIQUE,,0,
"Fazendinha Sessions #3 Som do Interior - Fazendinha Sessions, Hungria, Felipe Amorim, Ana Castela, Dj Chris No Beat, João Carreiro, US Agroboy, Luan Pereira.mp3",09 - Ana Castela,"09 - Ana Castela/Fazendinha Sessions #3 Som do Interior - Fazendinha Sessions, Hungria, Felipe Amorim, Ana Castela, Dj Chris No Beat, João Carreiro, US Agroboy, Luan Pereira.mp3",Fazendinha Sessions #3: Som do Interior,"Fazendinha Sessions, Hungria, Felipe Amorim, Ana Castela, Dj Chris No Beat, João Carreiro, US Agroboy, Luan Pereira",,Fazendinha Sessions #3: Som do Interior,"Fazendinha Sessions, Hungria, Felipe Amorim, Ana Castela, Dj Chris No Beat, João Carreiro, US Agroboy, Luan Pereira",,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,482,192000,44100,4b617d7b2d0873a0fc918d0d8fd2afa7e6c75e272ed86db46f28249b451530c0,11657021,true,fazendinha sessions 3 som do interior,fazendinha sessions hungria felipe amorim ana castela dj chris no beat joao carreiro us agroboy luan pereira,UNIQUE,,0,
Flash - Ao Vivo - Lucas & Higor.mp3,09 - Ana Castela,09 - Ana Castela/Flash - Ao Vivo - Lucas & Higor.mp3,Flash - Ao Vivo,Lucas & Higor,,Flash - Ao Vivo,Lucas & Higor,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,164,192000,44100,0cfca22cf488fa1b2531924cac054b606f3cee5f4d1beea72da079d3144f5df9,3989987,true,flash ao vivo,lucas e higor,UNIQUE,,0,
"Foi Intenso - Ao Vivo - Zé Neto & Cristiano, Ana Castela.mp3",09 - Ana Castela,"09 - Ana Castela/Foi Intenso - Ao Vivo - Zé Neto & Cristiano, Ana Castela.mp3",Foi Intenso - Ao Vivo,"Zé Neto & Cristiano, Ana Castela",,Foi Intenso - Ao Vivo,"Zé Neto & Cristiano, Ana Castela",,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,133,192000,44100,eea320f16ce6808b4345842fc3b45bf97774346672906618af497667624bc5a5,3239997,true,foi intenso ao vivo,ze neto e cristiano ana castela,LIKELY_DUPLICATE,5,0.96,
"Fronteira - Ao Vivo - Ana Castela, Gustavo Mioto.mp3",09 - Ana Castela,"09 - Ana Castela/Fronteira - Ao Vivo - Ana Castela, Gustavo Mioto.mp3",Fronteira - Ao Vivo,"Ana Castela, Gustavo Mioto",,Fronteira - Ao Vivo,"Ana Castela, Gustavo Mioto",,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,166,192000,44100,b446232d548afc8ea5363e30ccc9caafe8e56544b4657f5608386496e2fd414b,4046281,true,fronteira ao vivo,ana castela gustavo mioto,UNIQUE,,0,
"HINO AGRO - Ana Castela, Léo & Raphael, Dj Chris No Beat, Luan Pereira, Jacques Vanier, AgroPlay.mp3",09 - Ana Castela,"09 - Ana Castela/HINO AGRO - Ana Castela, Léo & Raphael, Dj Chris No Beat, Luan Pereira, Jacques Vanier, AgroPlay.mp3",HINO AGRO,"Ana Castela, Léo & Raphael, Dj Chris No Beat, Luan Pereira, Jacques Vanier, AgroPlay",,HINO AGRO,"Ana Castela, Léo & Raphael, Dj Chris No Beat, Luan Pereira, Jacques Vanier, AgroPlay",,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,196,192000,44100,0cb1babbb9f10a0fa1e0da01c52d3a4f7cc7227502f44904464f89755ed6cc6f,4773366,true,hino agro,ana castela leo e raphael dj chris no beat luan pereira jacques vanier agroplay,UNIQUE,,0,
Hoje Eu Lembrei de Você - Ao Vivo - Ana Castela.mp3,09 - Ana Castela,09 - Ana Castela/Hoje Eu Lembrei de Você - Ao Vivo - Ana Castela.mp3,Hoje Eu Lembrei de Você - Ao Vivo,Ana Castela,,Hoje Eu Lembrei de Você - Ao Vivo,Ana Castela,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,201,192000,44100,723797786f6827471fb38d2e924c91f80b1f20c762387276e81c7e72fd9479a1,4889310,true,hoje eu lembrei de voce ao vivo,ana castela,UNIQUE,,0,
Hoje Tem Rodeio 🐂 - Ana Castela.mp3,09 - Ana Castela,09 - Ana Castela/Hoje Tem Rodeio 🐂 - Ana Castela.mp3,Hoje Tem Rodeio 🐂,Ana Castela,,Hoje Tem Rodeio 🐂,Ana Castela,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,114,192000,44100,2e6a596484942a0a4145f4a52a543839885e7998140d7041d73357b88fa3c500,2776447,true,hoje tem rodeio,ana castela,UNIQUE,,0,
"Ia Dar Bom - Pedro Paulo & Alex, Ana Castela.mp3",09 - Ana Castela,"09 - Ana Castela/Ia Dar Bom - Pedro Paulo & Alex, Ana Castela.mp3",Ia Dar Bom,"Pedro Paulo & Alex, Ana Castela",,Ia Dar Bom,"Pedro Paulo & Alex, Ana Castela",,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,168,192000,44100,d4984c6bae4553dd9165b0bc0a0d547930b8456f2b4d0ede0c9ab1f14a04a590,4070151,true,ia dar bom,pedro paulo e alex ana castela,LIKELY_DUPLICATE,17,0.96,
"Ilusão De Ótica - Ao Vivo - Matheus & Kauan, Ana Castela.mp3",09 - Ana Castela,"09 - Ana Castela/Ilusão De Ótica - Ao Vivo - Matheus & Kauan, Ana Castela.mp3",Ilusão De Ótica - Ao Vivo,"Matheus & Kauan, Ana Castela",,Ilusão De Ótica - Ao Vivo,"Matheus & Kauan, Ana Castela",,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,180,192000,44100,60bd891aa0f35cc4dc44796d1afdd36756dcf3b3926bd622a0b3af63dfea49f9,4361649,true,ilusao de otica ao vivo,matheus e kauan ana castela,UNIQUE,,0,
"Jet em Balneário - Ana Castela, MC PH, AgroPlay.mp3",09 - Ana Castela,"09 - Ana Castela/Jet em Balneário - Ana Castela, MC PH, AgroPlay.mp3",Jet em Balneário,"Ana Castela, MC PH, AgroPlay",,Jet em Balneário,"Ana Castela, MC PH, AgroPlay",,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,130,192000,44100,c074b669fdd46d78597557e8de393d1f95edb7179cbc7b9261bf43ca466dec2d,3174514,true,jet em balneario,ana castela mc ph agroplay,UNIQUE,,0,
"Juliet E Chapelão (Ao Vivo) - Dj Chris No Beat, Luan Pereira, Ana Castela.mp3",09 - Ana Castela,"09 - Ana Castela/Juliet E Chapelão (Ao Vivo) - Dj Chris No Beat, Luan Pereira, Ana Castela.mp3",Juliet E Chapelão (Ao Vivo),"Dj Chris No Beat, Luan Pereira, Ana Castela",,Juliet E Chapelão (Ao Vivo),"Dj Chris No Beat, Luan Pereira, Ana Castela",,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,145,192000,44100,fdaf22c4a74329dc8858b24959da779d3cbd34243b15eb28c2f1d63f99b53e11,3519891,true,juliet e chapelao ao vivo,dj chris no beat luan pereira ana castela,UNIQUE,,0,
"La Plata - AgroPlay, Léo & Raphael, Ana Castela, CountryBeat.mp3",09 - Ana Castela,"09 - Ana Castela/La Plata - AgroPlay, Léo & Raphael, Ana Castela, CountryBeat.mp3",La Plata,"AgroPlay, Léo & Raphael, Ana Castela, CountryBeat",,La Plata,"AgroPlay, Léo & Raphael, Ana Castela, CountryBeat",,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,125,192000,44100,539a9e5fed315db9cd11fb0a2ee74b8de08b5a674cf8e2ad679e87622f898863,3062853,true,la plata,agroplay leo e raphael ana castela countrybeat,UNIQUE,,0,
"Lua - Ana Castela, Hungria, Alok.mp3",09 - Ana Castela,"09 - Ana Castela/Lua - Ana Castela, Hungria, Alok.mp3",Lua,"Ana Castela, Hungria, Alok",,Lua,"Ana Castela, Hungria, Alok",,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,207,192000,44100,399baa71bfe38c211924acb828e30b467240831934f30e0a09666df145c9c0d8,5014456,true,lua,ana castela hungria alok,UNIQUE,,0,
"Mamãe, Não Deixe Seu Filho Ser um Cowboy - Ao Vivo - Ana Castela.mp3",09 - Ana Castela,"09 - Ana Castela/Mamãe, Não Deixe Seu Filho Ser um Cowboy - Ao Vivo - Ana Castela.mp3","Mamãe, Não Deixe Seu Filho Ser um Cowboy - Ao Vivo",Ana Castela,,"Mamãe, Não Deixe Seu Filho Ser um Cowboy - Ao Vivo",Ana Castela,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,188,192000,44100,587be4a31b1034bb4c648b64ac3ae82726eb41bc7999ebc9143a28ea2faef4cb,4568030,true,mamae nao deixe seu filho ser um cowboy ao vivo,ana castela,UNIQUE,,0,
Menino do Laço Comprido - Ao Vivo - Ana Castela.mp3,09 - Ana Castela,09 - Ana Castela/Menino do Laço Comprido - Ao Vivo - Ana Castela.mp3,Menino do Laço Comprido - Ao Vivo,Ana Castela,,Menino do Laço Comprido - Ao Vivo,Ana Castela,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,160,192000,44100,6a55a0faace093efcf8c76b5e3b150807db392d2a2dae5dfcc783fc7065c95a8,3879186,true,menino do laco comprido ao vivo,ana castela,UNIQUE,,0,
Minha Herança - Ao Vivo - Ana Castela.mp3,09 - Ana Castela,09 - Ana Castela/Minha Herança - Ao Vivo - Ana Castela.mp3,Minha Herança - Ao Vivo,Ana Castela,,Minha Herança - Ao Vivo,Ana Castela,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,222,192000,44100,5c3567c558af95e98baa5cceeb5cd9016bfabfad17f2d3db85c30bbdcc13bdca,5391951,true,minha heranca ao vivo,ana castela,UNIQUE,,0,
Moça Pra Casar - Ao Vivo - Diego & Victor Hugo.mp3,09 - Ana Castela,09 - Ana Castela/Moça Pra Casar - Ao Vivo - Diego & Victor Hugo.mp3,Moça Pra Casar - Ao Vivo,Diego & Victor Hugo,,Moça Pra Casar - Ao Vivo,Diego & Victor Hugo,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,162,192000,44100,d148966838d9b09eab0132e8ad9e429c01a9041db0eb8085d3e834facff0d34c,3953380,true,moca pra casar ao vivo,diego e victor hugo,LIKELY_DUPLICATE,18,0.96,
Mulher Nunca Foi Pra Menino - Ao Vivo - Danilo e Davi.mp3,09 - Ana Castela,09 - Ana Castela/Mulher Nunca Foi Pra Menino - Ao Vivo - Danilo e Davi.mp3,Mulher Nunca Foi Pra Menino - Ao Vivo,Danilo e Davi,,Mulher Nunca Foi Pra Menino - Ao Vivo,Danilo e Davi,,ID3,ID3,UNKNOWN,HIGH,HIGH,GOOD,181,192000,44100,459f34526e1f00ad9c5695b715f483fbd7e035dd05857dcfaa70f0a622e45900,4408415,true,mulher nunca foi pra menino ao vivo,danilo e davi,LIKELY_DUPLICATE,8,0.96,
